Unnamed: 0,Order_ID,Order_Date,Product_Name,Units_Sold,Unit_Price,Revenue
4573,166360,03/28/19 22:04,Lightning Charging Cable,1.0,14.95,14.95
4574,166361,03/10/19 06:11,Wired Headphones,1.0,11.99,11.99
4575,166362,03/10/19 10:00,27in FHD Monitor,1.0,149.99,149.99
4576,166363,03/28/19 07:37,20in Monitor,1.0,109.99,109.99
4577,166364,03/07/19 12:06,Google Phone,1.0,600.0,600.0
4578,166365,03/04/19 20:52,USB-C Charging Cable,1.0,11.95,11.95
4579,166366,03/23/19 16:18,USB-C Charging Cable,1.0,11.95,11.95
4580,166367,03/16/19 18:04,Apple Airpods Headphones,1.0,150.0,150.0
4581,166368,03/26/19 11:54,Wired Headphones,1.0,11.99,11.99
4582,166369,03/10/19 17:02,ThinkPad Laptop,1.0,999.99,999.99
4583,166370,03/30/19 19:58,27in FHD Monitor,1.0,149.99,149.99
4584,166371,03/20/19 10:56,AA Batteries (4-pack),1.0,3.84,3.84
4585,166372,03/17/19 12:36,USB-C Charging Cable,1.0,11.95,11.95
4586,166373,03/03/19 07:46,Lightning Charging Cable,1.0,14.95,14.95
4587,166374,03/06/19 01:02,iPhone,1.0,700.0,700.0
4588,166375,03/28/19 07:14,Bose SoundSport Headphones,1.0,99.99,99.99
4589,166376,03/09/19 00:31,AA Batteries (4-pack),1.0,3.84,3.84
4590,166377,03/24/19 17:10,Lightning Charging Cable,1.0,14.95,14.95
4591,166378,03/30/19 09:18,Wired Headphones,1.0,11.99,11.99
4592,166379,03/02/19 19:05,USB-C Charging Cable,1.0,11.95,11.95
4593,166380,03/13/19 10:50,27in FHD Monitor,1.0,149.99,149.99
4594,166381,03/23/19 09:02,AAA Batteries (4-pack),1.0,2.99,2.99
4595,166382,03/09/19 13:48,Apple Airpods Headphones,1.0,150.0,150.0
4596,166383,03/04/19 12:30,Macbook Pro Laptop,1.0,1700.0,1700.0
4597,166384,03/02/19 00:37,AA Batteries (4-pack),1.0,3.84,3.84
4598,166385,03/02/19 07:19,USB-C Charging Cable,1.0,11.95,11.95
4599,166386,03/29/19 16:00,Google Phone,1.0,600.0,600.0
4600,166387,03/17/19 19:49,Apple Airpods Headphones,1.0,150.0,150.0
4601,166388,03/15/19 22:03,Lightning Charging Cable,2.0,14.95,29.9
4602,166389,03/05/19 18:30,AAA Batteries (4-pack),1.0,2.99,2.99
4603,166390,03/11/19 10:48,USB-C Charging Cable,1.0,11.95,11.95
4604,166391,03/27/19 01:07,27in FHD Monitor,1.0,149.99,149.99
4605,166392,03/18/19 19:31,AAA Batteries (4-pack),1.0,2.99,2.99
4606,166393,03/04/19 13:26,Vareebadd Phone,1.0,400.0,400.0
4607,166393,03/04/19 13:26,Wired Headphones,1.0,11.99,11.99
4608,166394,03/08/19 21:48,27in 4K Gaming Monitor,1.0,389.99,389.99
4609,166395,03/30/19 18:17,AAA Batteries (4-pack),2.0,2.99,5.98
4610,166396,03/09/19 21:12,Bose SoundSport Headphones,1.0,99.99,99.99
4611,166397,03/31/19 21:02,Apple Airpods Headphones,1.0,150.0,150.0
4612,166398,03/09/19 15:12,Wired Headphones,1.0,11.99,11.99
4613,166399,03/28/19 14:59,27in 4K Gaming Monitor,1.0,389.99,389.99
4614,166400,03/01/19 23:19,USB-C Charging Cable,2.0,11.95,23.9
4615,166401,03/31/19 10:12,Macbook Pro Laptop,1.0,1700.0,1700.0
4616,166402,03/27/19 18:49,Apple Airpods Headphones,1.0,150.0,150.0
4617,166403,03/23/19 11:18,20in Monitor,1.0,109.99,109.99
4618,166404,03/31/19 14:12,Wired Headphones,1.0,11.99,11.99
4619,166405,03/18/19 19:18,AA Batteries (4-pack),1.0,3.84,3.84
4620,166406,03/08/19 10:01,AAA Batteries (4-pack),1.0,2.99,2.99
4621,166407,03/30/19 23:03,Wired Headphones,2.0,11.99,23.98
4622,166408,03/07/19 09:27,Bose SoundSport Headphones,1.0,99.99,99.99
4623,166409,03/09/19 19:15,iPhone,1.0,700.0,700.0
4624,166410,03/22/19 15:57,AAA Batteries (4-pack),2.0,2.99,5.98
4625,166411,03/12/19 13:48,USB-C Charging Cable,1.0,11.95,11.95
4626,166412,03/11/19 11:08,USB-C Charging Cable,1.0,11.95,11.95
4627,166413,03/27/19 07:42,Wired Headphones,1.0,11.99,11.99
4628,166414,03/12/19 19:23,Apple Airpods Headphones,1.0,150.0,150.0
4629,166415,03/20/19 11:14,Apple Airpods Headphones,1.0,150.0,150.0
4630,166416,03/17/19 16:50,27in FHD Monitor,1.0,149.99,149.99
4631,166417,03/09/19 11:22,20in Monitor,1.0,109.99,109.99
4632,166418,03/28/19 18:35,Wired Headphones,1.0,11.99,11.99
4633,166419,03/14/19 22:51,Bose SoundSport Headphones,1.0,99.99,99.99
4634,166420,03/27/19 19:36,Wired Headphones,1.0,11.99,11.99
4635,166421,03/01/19 17:23,Macbook Pro Laptop,1.0,1700.0,1700.0
4636,166422,03/12/19 18:50,iPhone,1.0,700.0,700.0
4637,166423,03/07/19 11:28,27in FHD Monitor,1.0,149.99,149.99
4638,166424,03/21/19 13:10,USB-C Charging Cable,1.0,11.95,11.95
4639,166425,03/03/19 13:10,AAA Batteries (4-pack),1.0,2.99,2.99
4640,166426,03/07/19 17:41,27in 4K Gaming Monitor,1.0,389.99,389.99
4641,166427,03/25/19 16:09,Apple Airpods Headphones,1.0,150.0,150.0
4642,166428,03/16/19 00:14,Apple Airpods Headphones,1.0,150.0,150.0
4643,166429,03/29/19 22:10,Lightning Charging Cable,1.0,14.95,14.95
4644,166430,03/31/19 12:05,Google Phone,1.0,600.0,600.0
4645,166430,03/31/19 12:05,USB-C Charging Cable,1.0,11.95,11.95
4646,166431,03/12/19 08:46,Vareebadd Phone,1.0,400.0,400.0
4647,166432,03/15/19 23:21,Wired Headphones,1.0,11.99,11.99
4648,166433,03/06/19 12:04,Apple Airpods Headphones,1.0,150.0,150.0
4649,166434,03/17/19 17:13,Apple Airpods Headphones,1.0,150.0,150.0
4650,166435,03/13/19 15:45,Wired Headphones,1.0,11.99,11.99
4651,166436,03/13/19 12:40,Lightning Charging Cable,2.0,14.95,29.9
4652,166437,03/07/19 12:30,Lightning Charging Cable,1.0,14.95,14.95
4653,166438,03/30/19 20:42,Wired Headphones,2.0,11.99,23.98
4654,166439,03/23/19 12:31,USB-C Charging Cable,3.0,11.95,35.849999999999994
4655,166440,03/01/19 19:57,USB-C Charging Cable,1.0,11.95,11.95
4656,166441,03/13/19 08:09,Apple Airpods Headphones,1.0,150.0,150.0
4657,166442,03/10/19 17:46,AAA Batteries (4-pack),1.0,2.99,2.99
4658,166443,03/25/19 10:55,27in FHD Monitor,1.0,149.99,149.99
4659,166444,03/23/19 09:48,20in Monitor,1.0,109.99,109.99
4660,166445,03/23/19 12:47,27in 4K Gaming Monitor,1.0,389.99,389.99
4661,166446,03/14/19 15:46,LG Washing Machine,1.0,600.0,600.0
4662,166447,03/17/19 19:01,AAA Batteries (4-pack),3.0,2.99,8.97
4663,166448,03/17/19 20:12,Wired Headphones,1.0,11.99,11.99
4664,166448,03/17/19 20:12,Lightning Charging Cable,1.0,14.95,14.95
4665,166449,03/30/19 09:16,Wired Headphones,1.0,11.99,11.99
4666,166450,03/15/19 02:03,Lightning Charging Cable,1.0,14.95,14.95
4667,166451,03/15/19 21:25,USB-C Charging Cable,1.0,11.95,11.95
4668,166452,03/11/19 15:12,USB-C Charging Cable,2.0,11.95,23.9
4669,166453,03/08/19 14:05,27in 4K Gaming Monitor,1.0,389.99,389.99
4670,166454,03/29/19 01:25,AA Batteries (4-pack),1.0,3.84,3.84
4671,166455,03/24/19 12:26,Lightning Charging Cable,1.0,14.95,14.95
4672,166456,03/25/19 08:59,27in FHD Monitor,1.0,149.99,149.99
4673,166457,03/03/19 10:06,Wired Headphones,1.0,11.99,11.99
4674,166458,03/25/19 00:02,ThinkPad Laptop,1.0,999.99,999.99
4675,166459,03/07/19 12:12,Lightning Charging Cable,1.0,14.95,14.95
4676,166460,03/11/19 20:05,AAA Batteries (4-pack),4.0,2.99,11.96
4677,166461,03/11/19 14:45,Vareebadd Phone,1.0,400.0,400.0
4678,166462,03/12/19 14:20,Lightning Charging Cable,1.0,14.95,14.95
4679,166463,03/22/19 12:13,Wired Headphones,1.0,11.99,11.99
4680,166464,03/28/19 20:23,AAA Batteries (4-pack),2.0,2.99,5.98
4681,166465,03/03/19 16:48,Apple Airpods Headphones,1.0,150.0,150.0
4682,166466,03/26/19 21:36,AAA Batteries (4-pack),1.0,2.99,2.99
4683,166467,03/13/19 15:02,iPhone,1.0,700.0,700.0
4684,166468,03/01/19 21:20,20in Monitor,1.0,109.99,109.99
4685,166469,03/30/19 20:43,Wired Headphones,1.0,11.99,11.99
4686,166470,03/21/19 15:02,Vareebadd Phone,1.0,400.0,400.0
4687,166471,03/09/19 19:21,Google Phone,1.0,600.0,600.0
4688,166472,03/12/19 23:38,Bose SoundSport Headphones,1.0,99.99,99.99
4689,166473,03/13/19 17:37,27in 4K Gaming Monitor,1.0,389.99,389.99
4690,166474,03/02/19 20:19,Lightning Charging Cable,1.0,14.95,14.95
4691,166475,03/19/19 10:03,ThinkPad Laptop,1.0,999.99,999.99
4692,166476,03/03/19 16:01,27in FHD Monitor,1.0,149.99,149.99
4693,166477,03/05/19 20:28,Macbook Pro Laptop,1.0,1700.0,1700.0
4694,166478,03/27/19 20:11,Macbook Pro Laptop,1.0,1700.0,1700.0
4695,166479,03/31/19 09:24,Lightning Charging Cable,1.0,14.95,14.95
4696,166480,03/07/19 10:07,USB-C Charging Cable,1.0,11.95,11.95
4697,166481,03/23/19 16:33,Bose SoundSport Headphones,1.0,99.99,99.99
4698,166482,03/06/19 15:20,AAA Batteries (4-pack),2.0,2.99,5.98
4699,166483,03/15/19 03:51,USB-C Charging Cable,1.0,11.95,11.95
4700,166484,03/29/19 09:02,34in Ultrawide Monitor,1.0,379.99,379.99
4701,166485,03/12/19 10:39,Macbook Pro Laptop,1.0,1700.0,1700.0
4702,166486,03/03/19 14:21,Bose SoundSport Headphones,1.0,99.99,99.99
4703,166487,03/05/19 14:38,Macbook Pro Laptop,1.0,1700.0,1700.0
4704,166488,03/26/19 09:50,USB-C Charging Cable,1.0,11.95,11.95
4705,166489,03/29/19 13:06,Apple Airpods Headphones,1.0,150.0,150.0
4706,166490,03/09/19 09:46,27in FHD Monitor,1.0,149.99,149.99
4707,166491,03/28/19 14:05,Bose SoundSport Headphones,1.0,99.99,99.99
4708,166492,03/28/19 20:15,27in FHD Monitor,1.0,149.99,149.99
4709,166493,03/20/19 13:51,Flatscreen TV,1.0,300.0,300.0
4710,166494,03/15/19 12:54,Wired Headphones,1.0,11.99,11.99
4711,166495,03/16/19 08:32,Lightning Charging Cable,1.0,14.95,14.95
4712,166496,03/15/19 11:46,AAA Batteries (4-pack),2.0,2.99,5.98
4713,166497,03/14/19 14:00,Lightning Charging Cable,1.0,14.95,14.95
4714,166498,03/14/19 18:28,27in FHD Monitor,1.0,149.99,149.99
4715,166499,03/01/19 13:50,AAA Batteries (4-pack),1.0,2.99,2.99
4716,166500,03/05/19 18:47,Lightning Charging Cable,1.0,14.95,14.95
4717,166501,03/21/19 08:11,Wired Headphones,1.0,11.99,11.99
4718,166502,03/21/19 13:45,27in FHD Monitor,1.0,149.99,149.99
4719,166503,03/10/19 08:45,Lightning Charging Cable,1.0,14.95,14.95
4720,166504,03/07/19 19:59,20in Monitor,1.0,109.99,109.99
4721,166505,03/19/19 12:13,Apple Airpods Headphones,1.0,150.0,150.0
4722,166506,03/22/19 08:17,AA Batteries (4-pack),2.0,3.84,7.68
4723,166507,03/28/19 19:26,Wired Headphones,1.0,11.99,11.99
4724,166508,03/30/19 20:30,Bose SoundSport Headphones,1.0,99.99,99.99
4725,166509,03/06/19 17:39,20in Monitor,1.0,109.99,109.99
4726,166510,03/15/19 23:18,20in Monitor,1.0,109.99,109.99
4727,166511,03/16/19 19:58,Wired Headphones,2.0,11.99,23.98
4728,166512,03/17/19 22:17,20in Monitor,1.0,109.99,109.99
4729,166513,03/07/19 23:37,AA Batteries (4-pack),1.0,3.84,3.84
4730,166514,03/12/19 11:10,27in 4K Gaming Monitor,1.0,389.99,389.99
4731,166515,03/07/19 00:52,Wired Headphones,1.0,11.99,11.99
4732,166516,03/05/19 20:38,34in Ultrawide Monitor,1.0,379.99,379.99
4733,166517,03/22/19 15:28,Bose SoundSport Headphones,1.0,99.99,99.99
4734,166518,03/26/19 15:53,Macbook Pro Laptop,1.0,1700.0,1700.0
4735,166519,03/13/19 12:44,34in Ultrawide Monitor,1.0,379.99,379.99
4736,166520,03/06/19 17:51,USB-C Charging Cable,1.0,11.95,11.95
4737,166521,03/03/19 15:43,Flatscreen TV,1.0,300.0,300.0
4738,166522,03/21/19 08:10,Lightning Charging Cable,1.0,14.95,14.95
4739,166523,03/13/19 23:27,iPhone,1.0,700.0,700.0
4740,166524,03/10/19 13:51,AAA Batteries (4-pack),2.0,2.99,5.98
4741,166525,03/27/19 01:23,Macbook Pro Laptop,1.0,1700.0,1700.0
4742,166526,03/26/19 12:19,USB-C Charging Cable,1.0,11.95,11.95
4743,166527,03/19/19 09:34,Bose SoundSport Headphones,1.0,99.99,99.99
4744,166528,03/10/19 06:14,Apple Airpods Headphones,1.0,150.0,150.0
4745,166529,03/22/19 07:32,Bose SoundSport Headphones,1.0,99.99,99.99
4746,166530,03/03/19 00:01,AAA Batteries (4-pack),2.0,2.99,5.98
4747,166531,03/29/19 09:12,27in FHD Monitor,1.0,149.99,149.99
4748,166532,03/05/19 11:28,Wired Headphones,1.0,11.99,11.99
4749,166533,03/26/19 10:07,AAA Batteries (4-pack),1.0,2.99,2.99
4750,166534,03/13/19 12:36,Lightning Charging Cable,1.0,14.95,14.95
4751,166535,03/13/19 15:53,AAA Batteries (4-pack),1.0,2.99,2.99
4752,166536,03/21/19 18:42,USB-C Charging Cable,1.0,11.95,11.95
4753,166537,03/15/19 01:15,27in 4K Gaming Monitor,1.0,389.99,389.99
4754,166538,03/29/19 06:27,USB-C Charging Cable,1.0,11.95,11.95
4755,166539,03/19/19 21:01,Wired Headphones,2.0,11.99,23.98
4756,166540,03/11/19 21:07,iPhone,1.0,700.0,700.0
4757,166541,03/17/19 19:37,USB-C Charging Cable,1.0,11.95,11.95
4758,166542,03/09/19 03:01,27in FHD Monitor,1.0,149.99,149.99
4759,166543,03/06/19 13:27,AAA Batteries (4-pack),1.0,2.99,2.99
4760,166544,03/28/19 06:37,Lightning Charging Cable,1.0,14.95,14.95
4761,166545,03/30/19 13:09,27in FHD Monitor,1.0,149.99,149.99
4762,166546,03/03/19 15:15,Bose SoundSport Headphones,1.0,99.99,99.99
4763,166547,03/10/19 22:02,Lightning Charging Cable,1.0,14.95,14.95
4764,166548,03/16/19 12:19,Apple Airpods Headphones,1.0,150.0,150.0
4765,166549,03/07/19 20:13,Bose SoundSport Headphones,1.0,99.99,99.99
4766,166550,03/21/19 10:16,Macbook Pro Laptop,1.0,1700.0,1700.0
4767,166551,03/08/19 10:20,Apple Airpods Headphones,1.0,150.0,150.0
4768,166552,03/21/19 14:19,27in 4K Gaming Monitor,1.0,389.99,389.99
4769,166553,03/25/19 22:07,USB-C Charging Cable,1.0,11.95,11.95
4770,166554,03/14/19 18:09,USB-C Charging Cable,1.0,11.95,11.95
4771,166555,03/03/19 13:46,Vareebadd Phone,1.0,400.0,400.0
4772,166556,03/22/19 23:49,Wired Headphones,1.0,11.99,11.99
4773,166557,03/13/19 18:05,iPhone,1.0,700.0,700.0
4774,166558,03/20/19 10:04,Flatscreen TV,1.0,300.0,300.0
4775,166559,03/05/19 23:16,Google Phone,1.0,600.0,600.0
4776,166560,03/15/19 20:54,USB-C Charging Cable,1.0,11.95,11.95
4777,166561,03/18/19 22:11,Google Phone,1.0,600.0,600.0
4778,166562,03/22/19 10:44,AA Batteries (4-pack),1.0,3.84,3.84
4779,166563,03/24/19 09:15,AA Batteries (4-pack),1.0,3.84,3.84
4780,166564,03/27/19 13:34,Vareebadd Phone,1.0,400.0,400.0
4781,166565,03/07/19 18:11,AA Batteries (4-pack),2.0,3.84,7.68
4782,166566,03/09/19 15:52,AA Batteries (4-pack),1.0,3.84,3.84
4783,166567,04/01/19 00:12,34in Ultrawide Monitor,1.0,379.99,379.99
4784,166568,03/15/19 09:28,Apple Airpods Headphones,1.0,150.0,150.0
4785,166569,03/10/19 13:56,Lightning Charging Cable,1.0,14.95,14.95
4786,166570,03/28/19 06:13,AAA Batteries (4-pack),1.0,2.99,2.99
4787,166571,03/26/19 11:51,AAA Batteries (4-pack),1.0,2.99,2.99
4788,166572,03/02/19 03:57,Apple Airpods Headphones,1.0,150.0,150.0
4789,166573,03/15/19 12:03,AA Batteries (4-pack),1.0,3.84,3.84
4790,166574,03/21/19 07:30,27in 4K Gaming Monitor,1.0,389.99,389.99
4791,166575,03/21/19 20:27,Lightning Charging Cable,1.0,14.95,14.95
4792,166576,03/03/19 11:24,AAA Batteries (4-pack),4.0,2.99,11.96
4793,166577,03/31/19 07:45,Lightning Charging Cable,1.0,14.95,14.95
4794,166578,03/29/19 18:36,Bose SoundSport Headphones,1.0,99.99,99.99
4795,166579,03/16/19 12:21,USB-C Charging Cable,1.0,11.95,11.95
4796,166580,03/13/19 20:21,27in FHD Monitor,1.0,149.99,149.99
4797,166581,03/05/19 18:31,Lightning Charging Cable,1.0,14.95,14.95
4798,166582,03/23/19 20:02,Vareebadd Phone,1.0,400.0,400.0
4799,166583,03/25/19 21:11,Wired Headphones,1.0,11.99,11.99
4800,166584,03/10/19 13:48,27in 4K Gaming Monitor,1.0,389.99,389.99
4801,166585,03/30/19 16:53,AAA Batteries (4-pack),3.0,2.99,8.97
4802,166586,03/02/19 18:47,Wired Headphones,1.0,11.99,11.99
4803,166587,03/14/19 22:57,Apple Airpods Headphones,1.0,150.0,150.0
4804,166588,03/19/19 06:06,Bose SoundSport Headphones,1.0,99.99,99.99
4805,166589,03/20/19 15:19,AA Batteries (4-pack),1.0,3.84,3.84
4806,166590,03/04/19 19:49,Lightning Charging Cable,1.0,14.95,14.95
4807,166591,03/04/19 19:14,Apple Airpods Headphones,1.0,150.0,150.0
4808,166592,03/11/19 18:21,Lightning Charging Cable,1.0,14.95,14.95
4809,166593,03/05/19 12:23,AA Batteries (4-pack),1.0,3.84,3.84
4810,166594,03/20/19 17:03,20in Monitor,1.0,109.99,109.99
4811,166595,03/31/19 20:40,Apple Airpods Headphones,1.0,150.0,150.0
4812,166595,03/31/19 20:40,Wired Headphones,3.0,11.99,35.97
4813,166596,03/01/19 14:36,Bose SoundSport Headphones,1.0,99.99,99.99
4814,166597,03/19/19 20:37,ThinkPad Laptop,1.0,999.99,999.99
4815,166598,03/17/19 16:21,Wired Headphones,2.0,11.99,23.98
4816,166599,03/24/19 15:13,AAA Batteries (4-pack),1.0,2.99,2.99
4817,166600,03/12/19 08:56,34in Ultrawide Monitor,1.0,379.99,379.99
4818,166601,03/29/19 16:21,34in Ultrawide Monitor,1.0,379.99,379.99
4819,166602,03/10/19 12:20,Lightning Charging Cable,1.0,14.95,14.95
4820,Order ID,Order Date,Product,,,
4821,166603,03/29/19 11:20,Wired Headphones,1.0,11.99,11.99
4822,166604,03/01/19 10:01,USB-C Charging Cable,1.0,11.95,11.95
4823,166605,03/22/19 10:49,Bose SoundSport Headphones,1.0,99.99,99.99
4824,166606,03/27/19 08:50,AA Batteries (4-pack),1.0,3.84,3.84
4825,166607,03/11/19 06:54,Wired Headphones,1.0,11.99,11.99
4826,166608,03/22/19 09:09,Apple Airpods Headphones,1.0,150.0,150.0
4827,166609,03/10/19 12:30,USB-C Charging Cable,1.0,11.95,11.95
4828,166610,03/22/19 11:57,USB-C Charging Cable,1.0,11.95,11.95
4829,166611,03/29/19 12:25,iPhone,1.0,700.0,700.0
4830,166612,03/26/19 12:34,USB-C Charging Cable,1.0,11.95,11.95
4831,166613,03/13/19 14:07,Bose SoundSport Headphones,1.0,99.99,99.99
4832,166614,03/07/19 12:13,27in 4K Gaming Monitor,1.0,389.99,389.99
4833,166615,03/25/19 19:29,USB-C Charging Cable,1.0,11.95,11.95
4834,166616,03/18/19 00:44,USB-C Charging Cable,1.0,11.95,11.95
4835,166617,03/29/19 17:23,Bose SoundSport Headphones,1.0,99.99,99.99
4836,166618,03/22/19 14:12,34in Ultrawide Monitor,1.0,379.99,379.99
4837,166619,03/31/19 11:51,Google Phone,1.0,600.0,600.0
4838,166620,03/13/19 02:36,Wired Headphones,1.0,11.99,11.99
4839,166621,03/19/19 09:01,Wired Headphones,1.0,11.99,11.99
4840,166622,03/18/19 13:31,USB-C Charging Cable,1.0,11.95,11.95
4841,166623,03/04/19 11:08,USB-C Charging Cable,1.0,11.95,11.95
4842,166624,03/23/19 13:29,ThinkPad Laptop,1.0,999.99,999.99
4843,166625,03/06/19 15:16,Wired Headphones,1.0,11.99,11.99
4844,166626,03/15/19 13:37,Wired Headphones,1.0,11.99,11.99
4845,166627,03/18/19 08:21,Bose SoundSport Headphones,1.0,99.99,99.99
4846,166628,03/15/19 07:57,AA Batteries (4-pack),1.0,3.84,3.84
4847,166629,03/07/19 17:17,AA Batteries (4-pack),1.0,3.84,3.84
4848,166630,03/17/19 00:27,AAA Batteries (4-pack),1.0,2.99,2.99
4849,166631,03/01/19 16:33,Bose SoundSport Headphones,1.0,99.99,99.99
4850,166632,03/26/19 21:16,Apple Airpods Headphones,1.0,150.0,150.0
4851,166633,03/29/19 17:33,27in FHD Monitor,1.0,149.99,149.99
4852,166634,03/03/19 11:40,Wired Headphones,1.0,11.99,11.99
4853,166635,03/21/19 14:27,AA Batteries (4-pack),1.0,3.84,3.84
4854,166636,03/17/19 14:41,Lightning Charging Cable,1.0,14.95,14.95
4855,166637,03/02/19 13:29,AA Batteries (4-pack),1.0,3.84,3.84
4856,166638,03/22/19 15:38,27in 4K Gaming Monitor,1.0,389.99,389.99
4857,166639,03/05/19 19:03,Wired Headphones,1.0,11.99,11.99
4858,166639,03/05/19 19:03,27in FHD Monitor,1.0,149.99,149.99
4859,166640,03/02/19 15:28,Wired Headphones,1.0,11.99,11.99
4860,166641,03/11/19 20:30,USB-C Charging Cable,1.0,11.95,11.95
4861,166642,03/22/19 13:55,34in Ultrawide Monitor,1.0,379.99,379.99
4862,166643,03/24/19 01:57,USB-C Charging Cable,1.0,11.95,11.95
4863,166644,03/22/19 01:35,AAA Batteries (4-pack),3.0,2.99,8.97
4864,166645,03/19/19 10:02,ThinkPad Laptop,1.0,999.99,999.99
4865,166645,03/19/19 10:02,Bose SoundSport Headphones,1.0,99.99,99.99
4866,166646,03/02/19 18:01,27in 4K Gaming Monitor,1.0,389.99,389.99
4867,166647,03/31/19 12:23,USB-C Charging Cable,1.0,11.95,11.95
4868,166648,03/18/19 11:09,Bose SoundSport Headphones,1.0,99.99,99.99
4869,166649,03/21/19 13:18,AA Batteries (4-pack),1.0,3.84,3.84
4870,166650,03/31/19 21:32,AAA Batteries (4-pack),1.0,2.99,2.99
4871,166651,03/28/19 01:26,27in FHD Monitor,1.0,149.99,149.99
4872,166652,03/12/19 20:59,Bose SoundSport Headphones,1.0,99.99,99.99
4873,166653,03/27/19 21:51,27in FHD Monitor,1.0,149.99,149.99
4874,166654,03/01/19 06:13,27in 4K Gaming Monitor,1.0,389.99,389.99
4875,166655,03/19/19 12:16,AAA Batteries (4-pack),1.0,2.99,2.99
4876,166656,03/16/19 07:42,Apple Airpods Headphones,1.0,150.0,150.0
4877,166657,03/19/19 08:50,34in Ultrawide Monitor,1.0,379.99,379.99
4878,166658,03/05/19 14:01,USB-C Charging Cable,1.0,11.95,11.95
4879,166659,03/04/19 10:13,27in FHD Monitor,1.0,149.99,149.99
4880,166660,03/31/19 19:38,Apple Airpods Headphones,1.0,150.0,150.0
4881,166661,03/01/19 09:32,AA Batteries (4-pack),1.0,3.84,3.84
4882,166662,03/19/19 09:44,AA Batteries (4-pack),1.0,3.84,3.84
4883,166663,03/29/19 21:17,Macbook Pro Laptop,1.0,1700.0,1700.0
4884,166664,03/22/19 20:00,AA Batteries (4-pack),1.0,3.84,3.84
4885,166665,03/30/19 19:51,Bose SoundSport Headphones,1.0,99.99,99.99
4886,166666,03/18/19 20:16,Lightning Charging Cable,1.0,14.95,14.95
4887,166666,03/18/19 20:16,Apple Airpods Headphones,1.0,150.0,150.0
4888,166667,03/03/19 06:53,AAA Batteries (4-pack),1.0,2.99,2.99
4889,166668,03/10/19 21:22,Google Phone,1.0,600.0,600.0
4890,166669,03/12/19 22:07,USB-C Charging Cable,1.0,11.95,11.95
4891,166670,03/06/19 19:04,Lightning Charging Cable,1.0,14.95,14.95
4892,166671,03/27/19 12:03,Bose SoundSport Headphones,1.0,99.99,99.99
4893,166672,03/09/19 03:18,Lightning Charging Cable,1.0,14.95,14.95
4894,166673,03/19/19 19:15,Lightning Charging Cable,1.0,14.95,14.95
4895,166674,03/23/19 19:59,Lightning Charging Cable,1.0,14.95,14.95
4896,166675,03/20/19 14:03,Lightning Charging Cable,1.0,14.95,14.95
4897,166676,03/07/19 10:27,34in Ultrawide Monitor,1.0,379.99,379.99
4898,166677,03/13/19 19:02,Lightning Charging Cable,1.0,14.95,14.95
4899,166678,03/20/19 12:15,Flatscreen TV,1.0,300.0,300.0
4900,166679,03/09/19 09:46,Wired Headphones,1.0,11.99,11.99
4901,166680,03/20/19 21:30,27in 4K Gaming Monitor,1.0,389.99,389.99
4902,166681,03/21/19 22:33,Wired Headphones,1.0,11.99,11.99
4903,166682,03/04/19 08:53,Flatscreen TV,1.0,300.0,300.0
4904,166683,03/21/19 11:37,Apple Airpods Headphones,1.0,150.0,150.0
4905,166684,03/29/19 10:15,AA Batteries (4-pack),2.0,3.84,7.68
4906,166685,03/22/19 02:05,Apple Airpods Headphones,1.0,150.0,150.0
4907,166686,03/08/19 14:50,USB-C Charging Cable,1.0,11.95,11.95
4908,166687,03/28/19 21:13,Apple Airpods Headphones,1.0,150.0,150.0
4909,166688,03/18/19 16:25,Bose SoundSport Headphones,1.0,99.99,99.99
4910,166689,03/26/19 07:42,27in FHD Monitor,1.0,149.99,149.99
4911,166690,03/14/19 14:19,AA Batteries (4-pack),1.0,3.84,3.84
4912,166691,03/05/19 12:06,Wired Headphones,1.0,11.99,11.99
4913,166692,03/15/19 21:53,20in Monitor,1.0,109.99,109.99
4914,166693,03/07/19 17:37,Wired Headphones,1.0,11.99,11.99
4915,166694,03/10/19 13:43,Apple Airpods Headphones,1.0,150.0,150.0
4916,166695,03/23/19 23:15,Lightning Charging Cable,1.0,14.95,14.95
4917,166696,03/23/19 10:22,AAA Batteries (4-pack),1.0,2.99,2.99
4918,166697,03/25/19 20:11,USB-C Charging Cable,1.0,11.95,11.95
4919,166698,03/02/19 19:31,27in FHD Monitor,1.0,149.99,149.99
4920,166699,03/19/19 23:03,AAA Batteries (4-pack),2.0,2.99,5.98
4921,166700,03/17/19 09:08,iPhone,1.0,700.0,700.0
4922,166701,03/06/19 15:22,Lightning Charging Cable,1.0,14.95,14.95
4923,166702,03/15/19 17:27,AAA Batteries (4-pack),1.0,2.99,2.99
4924,166703,03/24/19 00:16,Lightning Charging Cable,1.0,14.95,14.95
4925,166704,03/03/19 11:51,34in Ultrawide Monitor,1.0,379.99,379.99
4926,166705,03/31/19 14:27,AAA Batteries (4-pack),3.0,2.99,8.97
4927,166706,03/25/19 12:08,Lightning Charging Cable,1.0,14.95,14.95
4928,166707,03/20/19 14:39,ThinkPad Laptop,1.0,999.99,999.99
4929,166708,03/15/19 19:50,Apple Airpods Headphones,1.0,150.0,150.0
4930,166709,03/23/19 21:04,LG Washing Machine,1.0,600.0,600.0
4931,166710,03/11/19 17:56,Google Phone,1.0,600.0,600.0
